County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Wicklow,Division 4,2018,Hollywood,11,2,2,7,103,147,-44,6,hollywood,53.090296,-6.611487
Wicklow,Division 4,2018,Newcastle,9,1,1,7,79,149,-70,3,newcastle,53.069956,-6.058177
Wicklow,Division 4,2018,St Patrick's GAA Club Wicklow,11,0,1,10,52,108,-56,1,st patricks wicklow,52.973657,-6.026608
Wicklow,Division 5SW1,2018,Blessington,3,3,0,0,60,29,31,6,blessington,53.180934,-6.538899
Wicklow,Division 5SW1,2018,Baltinglass,3,2,0,1,55,45,10,4,baltinglass,52.931275,-6.684331
Wicklow,Division 5SW1,2018,Emmet Carn An Bhua,4,2,0,2,45,41,4,4,carnew emmets,52.714901,-6.493216
Wicklow,Division 5SW1,2018,Naomh Teagain/Kiltegan,3,1,0,2,45,65,-20,2,naomh teagain kiltegan,,
Wicklow,Division 5SW1,2018,Hollywood,0,0,0,0,0,0,0,0,hollywood,53.090296,-6.611487
Wicklow,Division 5SW1,2018,Lacken,0,0,0,0,0,0,0,0,lacken,53.177239,-6.511611
Wicklow,Division 5SW1,2018,Dunlavin,3,0,0,3,38,63,-25,0,dunlavin,53.058605,-6.691434
Wicklow,Division 5NE1,2018,Abhainn Dála,9,8,0,1,123,80,43,16,avondale,52.923067,-6.241915
Wicklow,Division 5NE1,2018,Avoca,9,8,0,1,100,70,30,16,avoca,52.853743,-6.215919
Wicklow,Division 5NE1,2018,Bray Emmets GAA Club,8,6,0,2,75,68,7,12,bray emmets,53.207746,-6.12736
Wicklow,Division 5NE1,2018,CLG Ath na Fuinseoige,8,5,0,3,80,105,-25,10,ashford,53.012328,-6.109534
Wicklow,Division 5NE1,2018,Arklow Geraldines-Ballymoney/Na nGearaltaigh-Baile Mhuine,9,5,0,4,99,114,-15,10,arklow geraldines ballymoney,52.8209621,-6.1781371
Wicklow,Division 5NE1,2018,Rathnew,6,4,0,2,43,36,7,8,rathnew,52.989108,-6.08236
Wicklow,Division 5NE1,2018,An Tóchar,9,3,0,6,56,90,-34,6,an tochar,53.059263,-6.229983
Wicklow,Division 5NE1,2018,Newtown GAA,9,2,0,7,34,47,-13,4,newtown,53.080658,-6.116129
Wicklow,Division 5NE1,2018,St Patrick's GAA Club Wicklow,8,0,0,8,0,0,0,0,st patricks wicklow,52.973657,-6.026608
Wicklow,Division 5NE1,2018,Enniskerry,7,0,0,7,0,0,0,0,enniskerry,53.193215,-6.181433
Wicklow,Division 5SW2,2018,Valleymount,6,4,1,1,38,24,14,9,valleymount,53.114238,-6.530901
Wicklow,Division 5SW2,2018,Donard/Glen,6,4,0,2,44,37,7,8,donard glen,53.02159,-6.619334
Wicklow,Division 5SW2,2018,Stratford Grange Con GAA (Áth na Sráide Grainseach Choinn),5,1,1,3,51,69,-18,3,stratford grangecon,52.997147,-6.669908
Wicklow,Division 5SW2,2018,Coolkenno,5,1,0,4,13,16,-3,2,coolkenno,52.778053,-6.6228
Wicklow,Division 5NE2,2018,Tinahely,9,8,0,1,175,81,94,16,tinahely,52.798814,-6.457501
Wicklow,Division 5NE2,2018,Kilcoole,9,6,0,3,73,97,-24,12,kilcoole,53.094769,-6.070664
Wicklow,Division 5NE2,2018,Éire Óg Greystones,10,6,0,4,80,85,-5,12,eire og greystones,53.132531,-6.066479
Wicklow,Division 5NE2,2018,Annacurra,7,4,0,3,64,97,-33,8,annacurra,52.841607,-6.353948
Wicklow,Division 5NE2,2018,Barndarrig,9,3,0,6,55,87,-32,6,barndarrig,52.928405,-6.15539
Wicklow,Division 5NE2,2018,Arklow Geraldines-Ballymoney/Na nGearaltaigh-Baile Mhuine,10,0,0,10,0,0,0,0,arklow geraldines ballymoney,52.8209621,-6.1781371
