County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Cork,Division 1,2017,St Finbarrs,9,4,5,0,121,126,-5,8,st finbarrs,51.877578,-8.498696
Cork,Division 1,2017,Béal Átha'n Ghaorthaidh,10,3,5,2,150,173,-23,8,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 1,2017,Mallow,9,3,5,0,100,102,-2,6,mallow,52.145254,-8.611229
Cork,Division 1,2017,Ilen Rovers,9,3,6,0,111,149,-38,6,ilen rovers,51.498446,-9.353486
Cork,Division 1,2017,Castlehaven,10,1,8,1,132,175,-43,3,castlehaven,51.5549859,-9.1453135
Cork,Division 2,2017,Cill na Martra,10,10,0,0,195,141,54,20,cill na martra,51.899095,-9.083582
Cork,Division 2,2017,Macroom,10,8,2,0,148,124,24,16,macroom,51.903656,-8.962928
Cork,Division 2,2017,Kiskeam,10,8,2,0,122,116,6,16,kiskeam,52.178037,-9.155935
Cork,Division 2,2017,Douglas,10,6,3,1,132,109,23,13,douglas,51.874471,-8.442898
Cork,Division 2,2017,Clyda Rovers,9,4,4,1,115,107,8,9,clyda rovers,52.082217,-8.629404
Cork,Division 2,2017,St Michaels,10,4,5,1,163,183,-20,9,st michaels,51.889803,-8.393282
Cork,Division 2,2017,Kanturk,10,3,6,1,91,100,-9,7,kanturk,52.181691,-8.900043
Cork,Division 2,2017,Newcestown,10,3,7,0,104,128,-24,6,newcestown,51.781081,-8.863664
Cork,Division 2,2017,Eire Og,9,2,6,1,71,83,-12,5,éire óg,51.875457,-8.669633
Cork,Division 2,2017,Bishopstown,10,2,8,0,109,131,-22,4,bishopstown,51.884612,-8.521593
Cork,Division 2,2017,Naomh Aban,10,1,8,1,149,177,-28,3,naomh abán,51.943705,-9.160974
Cork,Division 3,2017,Newmarket,10,7,1,2,124,118,6,15,newmarket,52.213183,-8.98272
Cork,Division 3,2017,Aghabullogue,10,7,0,3,171,119,52,14,aghabullogue,51.906736,-8.786975
Cork,Division 3,2017,Bantry Blues,10,6,1,3,122,119,3,13,bantry blues,51.688064,-9.447689
Cork,Division 3,2017,Nemo Rangers,10,5,2,3,154,162,-8,12,nemo rangers,51.875648,-8.451202
Cork,Division 3,2017,Glanworth,10,5,2,3,133,116,17,12,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 3,2017,Fermoy,10,3,3,4,147,141,6,9,fermoy,52.143969,-8.274292
Cork,Division 3,2017,Carrigaline,10,4,1,5,146,144,2,9,carrigaline,51.811564,-8.380157
Cork,Division 3,2017,Dohenys,10,4,1,5,123,135,-12,9,dohenys,51.714607,-9.110283
Cork,Division 3,2017,Rockchapel,10,3,2,5,114,145,-31,8,rockchapel,52.291442,-9.167349
Cork,Division 3,2017,Aghada,10,3,1,6,122,135,-13,7,aghada,51.847754,-8.193244
Cork,Division 3,2017,St Vincents,10,1,0,9,80,102,-22,2,st vincents,51.911086,-8.496097
Cork,Division 4,2017,Bandon,10,9,0,1,181,113,68,18,bandon,51.739542,-8.742455
Cork,Division 4,2017,Castletownbere,10,7,1,2,162,121,41,15,castletownbere,51.643635,-9.925679
Cork,Division 4,2017,Glenville,10,6,1,3,141,138,3,13,glenville,52.0491,-8.423735
Cork,Division 4,2017,Na Piarsaigh,10,5,1,4,134,100,34,11,na piarsaigh,51.917597,-8.498522
Cork,Division 4,2017,Mitchelstown,10,4,1,4,123,118,5,9,mitchelstown,52.275887,-8.281469
Cork,Division 4,2017,Kildorrery,9,4,1,3,98,93,5,9,kildorrery,52.244022,-8.428417
Cork,Division 4,2017,Kinsale,10,4,0,6,79,151,-72,8,kinsale,51.710465,-8.532468
Cork,Division 4,2017,Ballydesmond,10,4,0,6,72,95,-23,8,ballydesmond,52.17835,-9.234815
Cork,Division 4,2017,Ballinora,9,3,0,6,111,131,-20,6,ballinora,51.853758,-8.566739
Cork,Division 4,2017,Mayfield,10,2,1,6,104,109,-5,5,mayfield,51.910899,-8.416721
Cork,Division 4,2017,St Nicks,10,1,0,8,90,126,-36,2,st nicholas,51.916969,-8.462179
Cork,Division 5,2017,Grenagh,9,9,0,0,143,90,53,18,grenagh,52.010784,-8.61323
Cork,Division 5,2017,Gabriel Rangers,9,7,0,2,160,119,41,14,gabriel rangers,51.566264,-9.457202
Cork,Division 5,2017,St Finbarrs,8,5,0,3,114,101,13,10,st finbarrs,51.877578,-8.498696
Cork,Division 5,2017,Glanmire,9,5,0,4,147,118,29,10,glanmire,51.934896,-8.397989
Cork,Division 5,2017,Clonakilty,8,4,0,4,76,87,-11,8,clonakilty,51.621193,-8.925509
Cork,Division 5,2017,Adrigole,9,3,0,5,91,98,-7,6,adrigole,51.684475,-9.712323
Cork,Division 5,2017,Millstreet,8,3,0,5,93,126,-33,6,millstreet,52.061257,-9.065975
Cork,Division 5,2017,Youghal,9,2,0,5,43,55,-12,4,youghal,51.952536,-7.860442
Cork,Division 5,2017,Carrigaline,8,1,0,5,64,102,-38,2,carrigaline,51.811564,-8.380157
Cork,Division 5,2017,Douglas,9,0,0,6,39,74,-35,0,douglas,51.874471,-8.442898
Cork,Division 1,2016,Carbery Rangers,14,10,2,1,217,164,53,21,carbery rangers,51.584973,-9.025214
Cork,Division 1,2016,Nemo Rangers,15,10,4,1,226,184,42,21,nemo rangers,51.875648,-8.451202
Cork,Division 1,2016,Castlehaven,14,10,2,0,200,145,55,20,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2016,Valley Rovers,13,9,4,0,187,163,24,18,valley rovers,51.785103,-8.691404
Cork,Division 1,2016,Clonakilty,13,8,4,1,170,146,24,17,clonakilty,51.621193,-8.925509
Cork,Division 1,2016,Ballincollig,13,7,2,3,152,137,15,17,ballincollig,51.892668,-8.588427
Cork,Division 1,2016,St Finbarrs,13,7,5,1,201,168,33,15,st finbarrs,51.877578,-8.498696
Cork,Division 1,2016,O Donovan Rossa,13,7,6,0,202,150,52,14,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2016,Ilen Rovers,13,5,7,1,154,193,-39,11,ilen rovers,51.498446,-9.353486
Cork,Division 1,2016,Newcestown,13,4,9,0,129,151,-22,8,newcestown,51.781081,-8.863664
Cork,Division 1,2016,Bishopstown,13,3,8,2,161,202,-41,8,bishopstown,51.884612,-8.521593
Cork,Division 1,2016,Clyda Rovers,13,2,10,1,138,196,-58,5,clyda rovers,52.082217,-8.629404
Cork,Division 1,2016,Naomh Aban,13,2,11,0,136,209,-73,4,naomh abán,51.943705,-9.160974
Cork,Division 1,2016,Douglas,13,1,11,1,105,170,-65,3,douglas,51.874471,-8.442898
Cork,Division 2,2016,Mallow,13,12,1,0,275,169,106,24,mallow,52.145254,-8.611229
Cork,Division 2,2016,Béal Átha'n Ghaorthaidh,13,10,2,1,191,132,59,21,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 2,2016,Macroom,12,9,2,1,150,126,24,19,macroom,51.903656,-8.962928
Cork,Division 2,2016,Kiskeam,12,7,3,2,183,139,44,16,kiskeam,52.178037,-9.155935
Cork,Division 2,2016,Eire Og,12,8,4,0,154,129,25,16,éire óg,51.875457,-8.669633
Cork,Division 2,2016,Fermoy,12,5,7,0,120,115,5,10,fermoy,52.143969,-8.274292
Cork,Division 2,2016,Cill na Martra,12,5,7,0,128,141,-13,10,cill na martra,51.899095,-9.083582
Cork,Division 2,2016,Newmarket,12,5,7,0,145,176,-31,10,newmarket,52.213183,-8.98272
Cork,Division 2,2016,Aghada,12,4,7,1,169,178,-9,9,aghada,51.847754,-8.193244
Cork,Division 2,2016,Carrigaline,12,3,7,2,152,155,-3,8,carrigaline,51.811564,-8.380157
Cork,Division 2,2016,Nemo Rangers,12,3,8,0,142,213,-71,6,nemo rangers,51.875648,-8.451202
Cork,Division 2,2016,Bantry Blues,12,2,9,0,109,148,-39,4,bantry blues,51.688064,-9.447689
Cork,Division 2,2016,Dohenys,12,1,10,1,126,223,-97,3,dohenys,51.714607,-9.110283
Cork,Division 3,2016,Kanturk,13,13,0,0,227,119,108,26,kanturk,52.181691,-8.900043
Cork,Division 3,2016,St Michaels,13,10,3,0,253,190,63,20,st michaels,51.889803,-8.393282
Cork,Division 3,2016,Aghabullogue,12,6,4,2,157,143,14,14,aghabullogue,51.906736,-8.786975
Cork,Division 3,2016,Rockchapel,12,7,5,0,156,150,6,14,rockchapel,52.291442,-9.167349
Cork,Division 3,2016,Glanworth,10,6,4,0,132,114,18,12,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 3,2016,Glenville,12,5,6,1,156,146,10,11,glenville,52.0491,-8.423735
Cork,Division 3,2016,St Vincents,12,5,7,0,149,164,-15,10,st vincents,51.911086,-8.496097
Cork,Division 3,2016,Kildorrery,11,4,6,1,90,110,-20,9,kildorrery,52.244022,-8.428417
Cork,Division 3,2016,Kinsale,12,4,7,1,78,150,-72,9,kinsale,51.710465,-8.532468
Cork,Division 3,2016,Castletownbere,12,4,7,0,108,122,-14,8,castletownbere,51.643635,-9.925679
Cork,Division 3,2016,Ballinora,11,3,6,2,134,160,-26,8,ballinora,51.853758,-8.566739
Cork,Division 3,2016,Mitchelstown,12,3,8,1,133,149,-16,7,mitchelstown,52.275887,-8.281469
Cork,Division 3,2016,St Nicks,12,2,9,0,109,165,-56,4,st nicholas,51.916969,-8.462179
Cork,Division 4,2016,Bandon,13,11,2,0,173,114,59,22,bandon,51.739542,-8.742455
Cork,Division 4,2016,Na Piarsaigh,13,9,1,2,226,140,86,20,na piarsaigh,51.917597,-8.498522
Cork,Division 4,2016,Ballydesmond,12,9,3,0,152,110,42,18,ballydesmond,52.17835,-9.234815
Cork,Division 4,2016,Mayfield,12,8,4,0,180,133,47,16,mayfield,51.910899,-8.416721
Cork,Division 4,2016,Clonakilty,11,6,5,0,107,104,3,12,clonakilty,51.621193,-8.925509
Cork,Division 4,2016,St Finbarrs,11,5,4,2,164,170,-6,12,st finbarrs,51.877578,-8.498696
Cork,Division 4,2016,Adrigole,11,4,4,2,88,114,-26,10,adrigole,51.684475,-9.712323
Cork,Division 4,2016,Youghal,12,5,7,0,105,147,-42,10,youghal,51.952536,-7.860442
Cork,Division 4,2016,Grenagh,12,4,8,0,132,129,3,8,grenagh,52.010784,-8.61323
Cork,Division 4,2016,Glanmire,12,4,8,0,135,157,-22,8,glanmire,51.934896,-8.397989
Cork,Division 4,2016,Millstreet,11,3,7,1,169,192,-23,7,millstreet,52.061257,-9.065975
Cork,Division 4,2016,Carrigaline,12,2,9,1,117,190,-73,5,carrigaline,51.811564,-8.380157
Cork,Division 4,2016,Douglas,12,2,10,0,129,177,-48,4,douglas,51.874471,-8.442898
Cork,Division 1,2015,O Donovan Rossa,11,7,4,0,166,143,23,14,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2015,Carbery Rangers,10,6,2,1,114,105,9,13,carbery rangers,51.584973,-9.025214
Cork,Division 1,2015,Castlehaven,9,6,3,0,153,113,40,12,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2015,Nemo Rangers,10,5,4,1,137,120,17,11,nemo rangers,51.875648,-8.451202
Cork,Division 1,2015,St Finbarrs,11,5,5,1,143,151,-8,11,st finbarrs,51.877578,-8.498696
Cork,Division 1,2015,Valley Rovers,10,5,5,0,88,85,3,10,valley rovers,51.785103,-8.691404
Cork,Division 1,2015,Clyda Rovers,11,5,6,0,104,112,-8,10,clyda rovers,52.082217,-8.629404
Cork,Division 1,2015,Bishopstown,11,5,5,0,118,140,-22,10,bishopstown,51.884612,-8.521593
Cork,Division 1,2015,Douglas,11,4,6,1,119,141,-22,9,douglas,51.874471,-8.442898
Cork,Division 1,2015,Newcestown,10,4,6,0,124,123,1,8,newcestown,51.781081,-8.863664
Cork,Division 1,2015,Ilen Rovers,11,4,7,0,162,161,1,8,ilen rovers,51.498446,-9.353486
Cork,Division 1,2015,Clonakilty,11,4,7,0,104,138,-34,8,clonakilty,51.621193,-8.925509
Cork,Division 2,2015,Ballincollig,11,10,0,1,187,111,76,21,ballincollig,51.892668,-8.588427
Cork,Division 2,2015,Naomh Aban,11,7,3,1,175,157,18,15,naomh abán,51.943705,-9.160974
Cork,Division 2,2015,Béal Átha'n Ghaorthaidh,11,6,3,2,175,167,8,14,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 2,2015,Kiskeam,11,6,4,1,178,160,18,13,kiskeam,52.178037,-9.155935
Cork,Division 2,2015,Dohenys,11,6,4,1,175,152,23,13,dohenys,51.714607,-9.110283
Cork,Division 2,2015,Macroom,11,5,6,0,151,158,-7,10,macroom,51.903656,-8.962928
Cork,Division 2,2015,Eire Og,11,5,6,0,170,174,-4,10,éire óg,51.875457,-8.669633
Cork,Division 2,2015,Fermoy,11,4,7,0,156,165,-9,8,fermoy,52.143969,-8.274292
Cork,Division 2,2015,Aghada,11,4,7,0,134,151,-17,8,aghada,51.847754,-8.193244
Cork,Division 2,2015,Nemo Rangers,11,4,7,0,111,160,-49,8,nemo rangers,51.875648,-8.451202
Cork,Division 2,2015,Bantry Blues,11,3,8,0,142,186,-44,6,bantry blues,51.688064,-9.447689
Cork,Division 2,2015,Newmarket,11,3,8,0,145,158,-13,6,newmarket,52.213183,-8.98272
Cork,Division 3,2015,Mallow,9,9,0,0,174,76,98,18,mallow,52.145254,-8.611229
Cork,Division 3,2015,Cill na Martra,10,8,1,1,122,88,34,17,cill na martra,51.899095,-9.083582
Cork,Division 3,2015,Carrigaline,11,7,4,0,122,130,-8,14,carrigaline,51.811564,-8.380157
Cork,Division 3,2015,Glanworth,10,6,3,1,136,117,19,13,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 3,2015,St Michaels,11,5,5,1,133,126,7,11,st michaels,51.889803,-8.393282
Cork,Division 3,2015,St Vincents,11,5,6,0,141,163,-22,10,st vincents,51.911086,-8.496097
Cork,Division 3,2015,Castletownbere,11,4,5,2,120,109,11,10,castletownbere,51.643635,-9.925679
Cork,Division 3,2015,Mitchelstown,11,4,5,1,120,154,-34,9,mitchelstown,52.275887,-8.281469
Cork,Division 3,2015,Glenville,11,3,7,1,118,154,-36,7,glenville,52.0491,-8.423735
Cork,Division 3,2015,Ballinora,11,3,7,1,94,103,-9,7,ballinora,51.853758,-8.566739
Cork,Division 3,2015,Kinsale,11,3,8,0,128,177,-49,6,kinsale,51.710465,-8.532468
Cork,Division 3,2015,St Nicks,9,1,7,0,99,110,-11,2,st nicholas,51.916969,-8.462179
Cork,Division 4,2015,Kanturk,11,10,1,0,186,109,77,20,kanturk,52.181691,-8.900043
Cork,Division 4,2015,Aghabullogue,11,9,2,0,165,127,38,18,aghabullogue,51.906736,-8.786975
Cork,Division 4,2015,Rockchapel,11,8,2,1,158,136,22,17,rockchapel,52.291442,-9.167349
Cork,Division 4,2015,Kildorrery,11,6,4,1,152,140,12,13,kildorrery,52.244022,-8.428417
Cork,Division 4,2015,Mayfield,11,6,5,0,157,122,35,12,mayfield,51.910899,-8.416721
Cork,Division 4,2015,Na Piarsaigh,11,6,5,0,125,122,3,12,na piarsaigh,51.917597,-8.498522
Cork,Division 4,2015,Millstreet,11,5,6,0,152,185,-33,10,millstreet,52.061257,-9.065975
Cork,Division 4,2015,Ballydesmond,11,4,7,0,101,108,-7,8,ballydesmond,52.17835,-9.234815
Cork,Division 4,2015,Grenagh,10,3,6,1,120,141,-21,7,grenagh,52.010784,-8.61323
Cork,Division 4,2015,Adrigole,10,3,7,0,131,151,-20,6,adrigole,51.684475,-9.712323
Cork,Division 4,2015,Glanmire,11,1,8,2,111,163,-52,4,glanmire,51.934896,-8.397989
Cork,Division 4,2015,Youghal,11,1,9,1,87,141,-54,3,youghal,51.952536,-7.860442
Cork,Division 1,2014,Carbery Rangers,11,8,1,1,163,90,73,17,carbery rangers,51.584973,-9.025214
Cork,Division 1,2014,Nemo Rangers,10,8,2,0,147,100,47,16,nemo rangers,51.875648,-8.451202
Cork,Division 1,2014,O Donovan Rossa,11,7,2,2,173,131,42,16,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2014,Newcestown,11,6,4,1,142,108,34,13,newcestown,51.781081,-8.863664
Cork,Division 1,2014,Bishopstown,10,5,4,1,157,174,-17,11,bishopstown,51.884612,-8.521593
Cork,Division 1,2014,Ilen Rovers,11,5,5,1,173,147,26,11,ilen rovers,51.498446,-9.353486
Cork,Division 1,2014,Douglas,11,4,5,2,118,121,-3,10,douglas,51.874471,-8.442898
Cork,Division 1,2014,Clonakilty,11,5,6,0,139,171,-32,10,clonakilty,51.621193,-8.925509
Cork,Division 1,2014,St Finbarrs,11,5,5,0,152,136,16,10,st finbarrs,51.877578,-8.498696
Cork,Division 1,2014,Castlehaven,11,3,7,1,128,133,-5,7,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2014,Aghada,11,1,8,2,110,210,-100,4,aghada,51.847754,-8.193244
Cork,Division 1,2014,Naomh Aban,11,1,9,1,105,186,-81,3,naomh abán,51.943705,-9.160974
Cork,Division 2,2014,Valley Rovers,11,9,0,2,147,108,39,20,valley rovers,51.785103,-8.691404
Cork,Division 2,2014,Clyda Rovers,11,8,3,0,162,142,20,16,clyda rovers,52.082217,-8.629404
Cork,Division 2,2014,Ballincollig,10,7,3,0,169,103,66,14,ballincollig,51.892668,-8.588427
Cork,Division 2,2014,Macroom,11,6,4,1,166,137,29,13,macroom,51.903656,-8.962928
Cork,Division 2,2014,Bantry Blues,11,6,5,0,142,147,-5,12,bantry blues,51.688064,-9.447689
Cork,Division 2,2014,Béal Átha'n Ghaorthaidh,10,4,5,1,136,147,-11,9,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 2,2014,Nemo Rangers,10,4,6,0,147,165,-18,8,nemo rangers,51.875648,-8.451202
Cork,Division 2,2014,Kiskeam,11,4,7,0,137,157,-20,8,kiskeam,52.178037,-9.155935
Cork,Division 2,2014,Newmarket,11,4,7,0,141,176,-35,8,newmarket,52.213183,-8.98272
Cork,Division 2,2014,Dohenys,11,4,7,0,130,129,1,8,dohenys,51.714607,-9.110283
Cork,Division 2,2014,Glanworth,11,3,7,1,122,169,-47,7,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 2,2014,St Michaels,10,2,7,1,132,151,-19,5,st michaels,51.889803,-8.393282
Cork,Division 3,2014,Eire Og,11,10,0,0,128,74,54,20,éire óg,51.875457,-8.669633
Cork,Division 3,2014,Fermoy,11,9,1,0,142,92,50,18,fermoy,52.143969,-8.274292
Cork,Division 3,2014,Mallow,11,6,3,1,155,113,42,13,mallow,52.145254,-8.611229
Cork,Division 3,2014,St Vincents,11,6,3,1,115,100,15,13,st vincents,51.911086,-8.496097
Cork,Division 3,2014,Cill na Martra,11,5,4,2,136,110,26,12,cill na martra,51.899095,-9.083582
Cork,Division 3,2014,Kinsale,10,4,5,1,113,140,-27,9,kinsale,51.710465,-8.532468
Cork,Division 3,2014,Ballinora,11,3,6,2,105,173,-68,8,ballinora,51.853758,-8.566739
Cork,Division 3,2014,Castletownbere,10,3,6,1,113,156,-43,7,castletownbere,51.643635,-9.925679
Cork,Division 3,2014,Glenville,11,3,8,0,110,126,-16,6,glenville,52.0491,-8.423735
Cork,Division 3,2014,St Nicks,10,3,7,0,82,107,-25,6,st nicholas,51.916969,-8.462179
Cork,Division 3,2014,Grenagh,10,3,7,0,90,98,-8,6,grenagh,52.010784,-8.61323
Cork,Division 3,2014,Na Piarsaigh,9,2,7,0,82,82,0,4,na piarsaigh,51.917597,-8.498522
Cork,Division 4,2014,Carrigaline,11,9,1,1,167,106,61,19,carrigaline,51.811564,-8.380157
Cork,Division 4,2014,Mitchelstown,11,9,2,0,200,108,92,18,mitchelstown,52.275887,-8.281469
Cork,Division 4,2014,Rockchapel,11,9,2,0,137,94,43,18,rockchapel,52.291442,-9.167349
Cork,Division 4,2014,Kildorrery,11,5,4,1,161,149,12,11,kildorrery,52.244022,-8.428417
Cork,Division 4,2014,Kanturk,10,5,4,1,129,118,11,11,kanturk,52.181691,-8.900043
Cork,Division 4,2014,Aghabullogue,11,5,5,1,139,150,-11,11,aghabullogue,51.906736,-8.786975
Cork,Division 4,2014,Mayfield,10,4,4,2,135,148,-13,10,mayfield,51.910899,-8.416721
Cork,Division 4,2014,Ballydesmond,10,3,5,2,127,160,-33,8,ballydesmond,52.17835,-9.234815
Cork,Division 4,2014,Glanmire,10,3,7,0,136,137,-1,6,glanmire,51.934896,-8.397989
Cork,Division 4,2014,Cloyne,10,3,7,0,87,114,-27,6,cloyne,51.865344,-8.121082
Cork,Division 4,2014,Adrigole,11,2,8,0,109,182,-73,4,adrigole,51.684475,-9.712323
Cork,Division 4,2014,Youghal,10,1,9,0,86,147,-61,2,youghal,51.952536,-7.860442
Cork,Division 1,2013,Nemo Rangers,11,9,0,2,187,109,78,20,nemo rangers,51.875648,-8.451202
Cork,Division 1,2013,Castlehaven,11,7,2,2,168,118,50,16,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2013,Carbery Rangers,11,8,2,0,131,106,25,16,carbery rangers,51.584973,-9.025214
Cork,Division 1,2013,St Finbarrs,11,7,4,0,144,134,10,14,st finbarrs,51.877578,-8.498696
Cork,Division 1,2013,Newcestown,11,6,3,1,100,117,-17,13,newcestown,51.781081,-8.863664
Cork,Division 1,2013,O Donovan Rossa,11,5,4,2,140,127,13,12,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2013,Ilen Rovers,11,5,6,0,151,151,0,10,ilen rovers,51.498446,-9.353486
Cork,Division 1,2013,Aghada,11,4,7,0,126,161,-35,8,aghada,51.847754,-8.193244
Cork,Division 1,2013,Douglas,11,3,7,1,132,138,-6,7,douglas,51.874471,-8.442898
Cork,Division 1,2013,Bishopstown,11,3,8,0,140,140,0,6,bishopstown,51.884612,-8.521593
Cork,Division 1,2013,Ballincollig,11,1,8,2,108,161,-53,4,ballincollig,51.892668,-8.588427
Cork,Division 1,2013,Bantry Blues,11,1,8,2,120,185,-65,4,bantry blues,51.688064,-9.447689
Cork,Division 2,2013,Naomh Aban,11,9,2,0,184,143,41,18,naomh abán,51.943705,-9.160974
Cork,Division 2,2013,Clonakilty,11,7,2,2,156,143,13,16,clonakilty,51.621193,-8.925509
Cork,Division 2,2013,Dohenys,11,6,4,1,168,129,39,13,dohenys,51.714607,-9.110283
Cork,Division 2,2013,Nemo Rangers,10,6,3,1,121,113,8,13,nemo rangers,51.875648,-8.451202
Cork,Division 2,2013,Kiskeam,10,4,3,2,132,121,11,10,kiskeam,52.178037,-9.155935
Cork,Division 2,2013,St Michaels,11,4,5,2,149,148,1,10,st michaels,51.889803,-8.393282
Cork,Division 2,2013,Béal Átha'n Ghaorthaidh,10,4,6,0,102,108,-6,8,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 2,2013,Newmarket,11,3,6,2,125,136,-11,8,newmarket,52.213183,-8.98272
Cork,Division 2,2013,Eire Og,9,3,4,2,112,125,-13,8,éire óg,51.875457,-8.669633
Cork,Division 2,2013,Valley Rovers,10,4,6,0,106,127,-21,8,valley rovers,51.785103,-8.691404
Cork,Division 2,2013,Clyda Rovers,11,3,6,2,126,156,-30,8,clyda rovers,52.082217,-8.629404
Cork,Division 2,2013,St Vincents,11,1,7,2,111,143,-32,4,st vincents,51.911086,-8.496097
Cork,Division 3,2013,Macroom,10,9,0,0,142,70,72,18,macroom,51.903656,-8.962928
Cork,Division 3,2013,Glanworth,11,8,1,1,118,96,22,17,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 3,2013,Mallow,11,7,2,2,161,120,41,16,mallow,52.145254,-8.611229
Cork,Division 3,2013,Grenagh,10,6,4,0,110,89,21,12,grenagh,52.010784,-8.61323
Cork,Division 3,2013,Glenville,11,5,5,1,109,141,-32,11,glenville,52.0491,-8.423735
Cork,Division 3,2013,Cill na Martra,11,3,5,3,115,101,14,9,cill na martra,51.899095,-9.083582
Cork,Division 3,2013,Castletownbere,11,3,5,3,78,107,-29,9,castletownbere,51.643635,-9.925679
Cork,Division 3,2013,St Nicks,10,2,4,4,110,111,-1,8,st nicholas,51.916969,-8.462179
Cork,Division 3,2013,Kinsale,11,4,7,0,142,169,-27,8,kinsale,51.710465,-8.532468
Cork,Division 3,2013,Na Piarsaigh,11,3,7,1,111,138,-27,7,na piarsaigh,51.917597,-8.498522
Cork,Division 3,2013,Ballydesmond,10,3,6,1,101,129,-28,7,ballydesmond,52.17835,-9.234815
Cork,Division 3,2013,Adrigole,11,2,9,0,102,128,-26,4,adrigole,51.684475,-9.712323
Cork,Division 4,2013,Ballinora,11,9,1,1,164,79,85,19,ballinora,51.853758,-8.566739
Cork,Division 4,2013,Fermoy,10,8,2,0,143,84,59,16,fermoy,52.143969,-8.274292
Cork,Division 4,2013,Rockchapel,11,7,3,1,160,135,25,15,rockchapel,52.291442,-9.167349
Cork,Division 4,2013,Kanturk,10,7,3,0,153,114,39,14,kanturk,52.181691,-8.900043
Cork,Division 4,2013,Cloyne,11,7,4,0,141,149,-8,14,cloyne,51.865344,-8.121082
Cork,Division 4,2013,Carrigaline,11,4,4,3,150,145,5,11,carrigaline,51.811564,-8.380157
Cork,Division 4,2013,Aghabullogue,11,5,5,1,91,125,-34,11,aghabullogue,51.906736,-8.786975
Cork,Division 4,2013,Canovee,11,4,7,0,124,154,-30,8,canovee,51.902706,-8.853864
Cork,Division 4,2013,Mayfield,11,3,6,2,123,159,-36,8,mayfield,51.910899,-8.416721
Cork,Division 4,2013,Kildorrery,11,3,7,1,100,127,-27,7,kildorrery,52.244022,-8.428417
Cork,Division 4,2013,Youghal,11,2,8,1,106,133,-27,5,youghal,51.952536,-7.860442
Cork,Division 4,2013,Glanmire,11,1,10,0,81,132,-51,2,glanmire,51.934896,-8.397989
Cork,Division 1,2012,Carbery Rangers,10,7,3,0,148,118,30,14,carbery rangers,51.584973,-9.025214
Cork,Division 1,2012,Nemo Rangers,11,6,3,2,167,139,28,14,nemo rangers,51.875648,-8.451202
Cork,Division 1,2012,Bishopstown,11,5,2,4,153,130,23,14,bishopstown,51.884612,-8.521593
Cork,Division 1,2012,Castlehaven,9,5,2,2,123,99,24,12,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2012,Douglas,11,5,4,2,158,149,9,12,douglas,51.874471,-8.442898
Cork,Division 1,2012,St Finbarrs,11,4,3,4,151,149,2,12,st finbarrs,51.877578,-8.498696
Cork,Division 1,2012,O Donovan Rossa,10,4,4,2,130,117,13,10,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2012,Ballincollig,11,3,5,3,118,126,-8,9,ballincollig,51.892668,-8.588427
Cork,Division 1,2012,Ilen Rovers,11,4,6,1,134,151,-17,9,ilen rovers,51.498446,-9.353486
Cork,Division 1,2012,Newcestown,10,3,5,2,124,148,-24,8,newcestown,51.781081,-8.863664
Cork,Division 1,2012,Dohenys,11,3,6,2,127,165,-38,8,dohenys,51.714607,-9.110283
Cork,Division 1,2012,Kiskeam,10,1,7,2,123,165,-42,4,kiskeam,52.178037,-9.155935
Cork,Division 2,2012,Bantry Blues,11,8,2,1,198,125,73,17,bantry blues,51.688064,-9.447689
Cork,Division 2,2012,Aghada,11,8,2,1,175,125,50,17,aghada,51.847754,-8.193244
Cork,Division 2,2012,Béal Átha'n Ghaorthaidh,11,7,2,2,138,114,24,16,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 2,2012,Clonakilty,11,8,3,0,143,129,14,16,clonakilty,51.621193,-8.925509
Cork,Division 2,2012,Valley Rovers,11,6,4,1,137,132,5,13,valley rovers,51.785103,-8.691404
Cork,Division 2,2012,Nemo Rangers,11,6,5,0,111,113,-2,12,nemo rangers,51.875648,-8.451202
Cork,Division 2,2012,St Michaels,11,4,6,1,155,163,-8,9,st michaels,51.889803,-8.393282
Cork,Division 2,2012,St Vincents,10,4,5,1,113,130,-17,9,st vincents,51.911086,-8.496097
