County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Meath,A-League Division 1,2018,Gaeil Colmcille,13,11,0,2,206,168,38,22,gaeil colmcille,53.71987,-6.880174
Meath,A-League Division 1,2018,Skryne,13,11,0,2,236,156,80,22,skryne,53.583364,-6.547767
Meath,A-League Division 1,2018,Summerhill,13,9,1,3,238,171,67,19,summerhill,53.483525,-6.738941
Meath,A-League Division 1,2018,"St Peter's, Dunboyne",13,9,1,3,205,157,48,19,st peters dunboyne,53.410506,-6.474412
Meath,A-League Division 1,2018,Donaghmore/Ashbourne,13,8,1,4,180,167,13,17,donaghmoreashbourne,53.50943,-6.410494
Meath,A-League Division 1,2018,Bhulf Tón Clg,13,7,0,6,197,191,6,14,wolfe tones,53.699722,-6.682203
Meath,A-League Division 1,2018,Navan O'Mahonys,13,5,1,7,186,192,-6,11,omahonys navan,53.649641,-6.691038
Meath,A-League Division 1,2018,Simonstown,13,5,1,7,202,193,9,11,simonstown gaels,53.672473,-6.682418
Meath,A-League Division 1,2018,Dunshaughlin GAA,13,4,2,7,194,214,-20,10,dunshaughlin,53.514759,-6.552474
Meath,A-League Division 1,2018,Ratoath,13,4,1,8,148,163,-15,9,ratoath,53.510425,-6.478256
Meath,A-League Division 1,2018,Na Fianna CLG,13,4,1,8,182,209,-27,9,na fianna enfield,53.410992,-6.822061
Meath,A-League Division 1,2018,Moynalvey,13,4,1,8,188,234,-46,9,moynalvey,53.469269,-6.664575
Meath,A-League Division 1,2018,St. Colmcille's,13,3,0,10,139,219,-80,6,st colmcilles,53.696083,-6.279859
Meath,A-League Division 1,2018,St Patrick's,13,2,0,11,138,205,-67,4,st patricks stamullen,53.633309,-6.262855
Meath,A-League Division 2,2018,Syddan,13,9,2,2,224,184,40,20,syddan,53.796112,-6.637596
Meath,A-League Division 2,2018,Oldcastle,13,9,2,2,231,193,38,20,oldcastle,53.745702,-7.173826
Meath,A-League Division 2,2018,Rathkenny,13,9,1,3,199,139,60,19,rathkenny,53.742146,-6.616245
Meath,A-League Division 2,2018,Seneschalstown GFC,13,6,3,4,245,221,24,15,seneschalstown,53.683986,-6.588064
Meath,A-League Division 2,2018,Ballinabrackey,13,6,2,5,130,134,-4,14,ballinabrackey,53.396387,-7.108494
Meath,A-League Division 2,2018,Duleek-Bellewstown,13,6,2,5,224,195,29,14,duleekbellewstown,53.654461,-6.433657
Meath,A-League Division 2,2018,Curraha,13,6,0,7,200,193,7,12,curraha,53.554103,-6.454578
Meath,A-League Division 2,2018,Trim,13,6,0,7,221,231,-10,12,trim,53.553324,-6.803895
Meath,A-League Division 2,2018,St Michael's,13,5,2,6,184,206,-22,12,st michaels,53.767768,-6.827061
Meath,A-League Division 2,2018,Dunderry,13,3,4,6,152,188,-36,10,dunderry,53.606629,-6.772329
Meath,A-League Division 2,2018,Nobber,13,5,0,8,194,215,-21,10,nobber,53.819211,-6.745727
Meath,A-League Division 2,2018,Blackhall Gaels,13,3,3,7,164,200,-36,9,blackhall gaels,53.473157,-6.545263
Meath,A-League Division 2,2018,Walterstown,13,4,0,9,185,212,-27,8,walterstown,53.624359,-6.609117
Meath,A-League Division 2,2018,Castletown,13,2,3,8,190,232,-42,7,castletown,53.767342,-6.690196
Meath,A-League Division 3,2018,Bective,11,9,0,2,167,122,45,18,bective,53.61335,-6.669671
Meath,A-League Division 3,2018,Meath Hill,11,9,0,2,200,147,53,18,meath hill,53.887728,-6.713774
Meath,A-League Division 3,2018,Carnaross,11,8,0,3,178,124,54,16,carnaross,53.746658,-6.939989
Meath,A-League Division 3,2018,Drumbaragh,11,6,1,4,150,140,10,13,drumbaragh emmetts,53.727573,-6.938186
Meath,A-League Division 3,2018,Dunsany,11,6,0,5,155,152,3,12,dunsany,53.545872,-6.618177
Meath,A-League Division 3,2018,Ballinlough,11,6,0,5,152,164,-12,12,ballinlough,53.733882,-7.053707
Meath,A-League Division 3,2018,Kilmainham,11,5,0,6,151,149,2,10,kilmainham,53.710995,-6.827317
Meath,A-League Division 3,2018,St Ultan's,11,5,0,6,188,198,-10,10,st ultans,53.672183,-6.814886
Meath,A-League Division 3,2018,Longwood,11,3,2,6,151,163,-12,8,longwood,53.456396,-6.935679
Meath,A-League Division 3,2018,St Vincent's,11,3,1,7,125,139,-14,7,st vincents ardcath,53.602144,-6.38274
Meath,A-League Division 3,2018,Clann na nGael,11,2,0,9,124,185,-61,4,clann na ngael,53.626911,-6.910542
Meath,A-League Division 3,2018,Cortown,11,2,0,9,127,185,-58,4,cortown,53.684191,-6.851621
Meath,A-League Division 4,2018,Ballivor GFC,9,9,0,0,181,87,94,18,ballivor,53.53142,-6.966286
Meath,A-League Division 4,2018,Moynalty GFC,10,9,0,1,185,104,81,18,moynalty,53.7808,-6.875204
Meath,A-League Division 4,2018,St Brigid's,10,7,0,3,162,141,21,14,st brigids ballinacree,53.76196,-7.235007
Meath,A-League Division 4,2018,Moylagh,10,7,0,3,171,137,34,14,moylagh,53.720427,-7.145013
Meath,A-League Division 4,2018,Kilbride GFC,10,6,0,4,124,131,-7,12,kilbride,53.453252,-6.396768
Meath,A-League Division 4,2018,St Mary's GFC,10,3,1,6,114,134,-20,7,st marys donore,53.693344,-6.445991
Meath,A-League Division 4,2018,Drumconrath,10,3,1,6,102,143,-41,7,drumconrath,53.84201,-6.656773
Meath,A-League Division 4,2018,Kilmainhamwood,11,3,1,7,119,166,-47,7,kilmainhamwood,53.84595,-6.806986
Meath,A-League Division 4,2018,Clonard,10,3,0,7,119,130,-11,6,clonard,53.450314,-7.022092
Meath,A-League Division 4,2018,Boardsmill,10,3,0,7,127,161,-34,6,boardsmill,53.525985,-6.872563
Meath,A-League Division 4,2018,Slane,9,0,1,8,63,133,-70,1,slane,53.721314,-6.478902
Meath,A-League Division 4,2018,St Paul's,1,0,0,1,0,0,0,0,st pauls,53.433321,-6.47938
Meath,B-League Division 1,2018,Donaghmore/Ashbourne,9,9,0,0,193,98,95,18,donaghmoreashbourne,53.50943,-6.410494
Meath,B-League Division 1,2018,Simonstown,9,8,0,1,191,137,54,16,simonstown gaels,53.672473,-6.682418
Meath,B-League Division 1,2018,"St Peter's, Dunboyne",8,6,0,2,188,121,67,12,st peters dunboyne,53.410506,-6.474412
Meath,B-League Division 1,2018,Skryne,8,6,0,2,156,102,54,12,skryne,53.583364,-6.547767
Meath,B-League Division 1,2018,Ratoath,9,3,0,6,150,165,-15,6,ratoath,53.510425,-6.478256
Meath,B-League Division 1,2018,Gaeil Colmcille,9,3,0,6,105,132,-27,6,gaeil colmcille,53.71987,-6.880174
Meath,B-League Division 1,2018,St. Colmcille's,9,3,0,6,111,160,-49,6,st colmcilles,53.696083,-6.279859
Meath,B-League Division 1,2018,Summerhill,9,3,0,6,110,182,-72,6,summerhill,53.483525,-6.738941
Meath,B-League Division 1,2018,Bhulf Tón Clg,9,2,0,7,124,197,-73,4,wolfe tones,53.699722,-6.682203
Meath,B-League Division 1,2018,St Patrick's,9,1,0,8,51,85,-34,2,st patricks stamullen,53.633309,-6.262855
Meath,B-League Division 2,2018,Navan O'Mahonys,9,9,0,0,124,52,72,18,omahonys navan,53.649641,-6.691038
Meath,B-League Division 2,2018,Seneschalstown GFC,9,8,0,1,176,97,79,16,seneschalstown,53.683986,-6.588064
Meath,B-League Division 2,2018,Na Fianna CLG,9,5,1,3,122,101,21,11,na fianna enfield,53.410992,-6.822061
Meath,B-League Division 2,2018,Dunshaughlin GAA,8,4,0,4,148,102,46,8,dunshaughlin,53.514759,-6.552474
Meath,B-League Division 2,2018,Trim,8,4,0,4,136,146,-10,8,trim,53.553324,-6.803895
Meath,B-League Division 2,2018,Moynalvey,8,4,0,4,58,79,-21,8,moynalvey,53.469269,-6.664575
Meath,B-League Division 2,2018,Skryne,8,3,1,4,110,125,-15,7,skryne,53.583364,-6.547767
Meath,B-League Division 2,2018,Nobber,8,3,0,5,110,120,-10,6,nobber,53.819211,-6.745727
Meath,B-League Division 2,2018,Blackhall Gaels,8,1,0,7,112,177,-65,2,blackhall gaels,53.473157,-6.545263
Meath,B-League Division 2,2018,Castletown,9,0,0,9,69,166,-97,0,castletown,53.767342,-6.690196
Meath,B-League Division 3,2018,St Michael's,9,8,0,1,149,110,39,16,st michaels,53.767768,-6.827061
Meath,B-League Division 3,2018,Duleek-Bellewstown,9,7,0,2,108,104,4,14,duleekbellewstown,53.654461,-6.433657
Meath,B-League Division 3,2018,"St Peter's, Dunboyne",9,7,0,2,104,64,40,14,st peters dunboyne,53.410506,-6.474412
Meath,B-League Division 3,2018,Rathkenny,9,5,1,3,100,99,1,11,rathkenny,53.742146,-6.616245
Meath,B-League Division 3,2018,Clann na nGael,9,5,0,4,61,78,-17,10,clann na ngael,53.626911,-6.910542
Meath,B-League Division 3,2018,Walterstown,8,3,1,4,104,96,8,7,walterstown,53.624359,-6.609117
Meath,B-League Division 3,2018,Curraha,8,3,0,5,107,126,-19,6,curraha,53.554103,-6.454578
Meath,B-League Division 3,2018,Oldcastle,9,3,0,6,100,88,12,6,oldcastle,53.745702,-7.173826
Meath,B-League Division 3,2018,Donaghmore/Ashbourne,9,2,0,7,132,151,-19,4,donaghmoreashbourne,53.50943,-6.410494
Meath,B-League Division 3,2018,Ballinlough,9,0,0,9,61,110,-49,0,ballinlough,53.733882,-7.053707
Meath,B-League Division 4,2018,Meath Hill,10,10,0,0,121,93,28,20,meath hill,53.887728,-6.713774
Meath,B-League Division 4,2018,Bective,10,8,1,1,145,81,64,17,bective,53.61335,-6.669671
Meath,B-League Division 4,2018,Seneschalstown GFC,10,7,1,2,132,122,10,15,seneschalstown,53.683986,-6.588064
Meath,B-League Division 4,2018,St Ultan's,9,5,1,3,129,110,19,11,st ultans,53.672183,-6.814886
Meath,B-League Division 4,2018,Simonstown,10,5,0,5,118,115,3,10,simonstown gaels,53.672473,-6.682418
Meath,B-League Division 4,2018,Syddan,9,5,0,4,107,110,-3,10,syddan,53.796112,-6.637596
Meath,B-League Division 4,2018,Dunsany,10,4,0,6,83,86,-3,8,dunsany,53.545872,-6.618177
Meath,B-League Division 4,2018,Dunderry,10,3,0,7,102,127,-25,6,dunderry,53.606629,-6.772329
Meath,B-League Division 4,2018,Summerhill,10,2,2,6,69,82,-13,6,summerhill,53.483525,-6.738941
Meath,B-League Division 4,2018,Cortown,10,1,1,8,105,155,-50,3,cortown,53.684191,-6.851621
Meath,B-League Division 4,2018,Moynalty GFC,10,1,0,9,97,127,-30,2,moynalty,53.7808,-6.875204
Meath,B-League Division 5,2018,Carnaross,8,8,0,0,137,62,75,16,carnaross,53.746658,-6.939989
Meath,B-League Division 5,2018,Ballinabrackey,9,7,0,2,149,106,43,14,ballinabrackey,53.396387,-7.108494
Meath,B-League Division 5,2018,Kilbride GFC,9,5,0,4,141,77,64,10,kilbride,53.453252,-6.396768
Meath,B-League Division 5,2018,Navan O'Mahonys,8,5,0,3,97,100,-3,10,omahonys navan,53.649641,-6.691038
Meath,B-League Division 5,2018,Gaeil Colmcille,9,4,2,3,103,118,-15,10,gaeil colmcille,53.71987,-6.880174
Meath,B-League Division 5,2018,Ratoath,9,3,2,4,79,108,-29,8,ratoath,53.510425,-6.478256
Meath,B-League Division 5,2018,Donaghmore/Ashbourne,9,3,1,5,77,120,-43,7,donaghmoreashbourne,53.50943,-6.410494
Meath,B-League Division 5,2018,Drumbaragh,9,2,1,6,88,149,-61,5,drumbaragh emmetts,53.727573,-6.938186
Meath,B-League Division 5,2018,Dunshaughlin GAA,9,2,0,7,80,81,-1,4,dunshaughlin,53.514759,-6.552474
Meath,B-League Division 5,2018,Clonard,9,2,0,7,49,79,-30,4,clonard,53.450314,-7.022092
Meath,B-League Division 6,2018,St Vincent's,6,5,0,1,80,37,43,10,st vincents ardcath,53.602144,-6.38274
Meath,B-League Division 6,2018,Ballivor GFC,7,5,0,2,105,96,9,10,ballivor,53.53142,-6.966286
Meath,B-League Division 6,2018,Bhulf Tón Clg,7,4,0,3,79,95,-16,8,wolfe tones,53.699722,-6.682203
Meath,B-League Division 6,2018,Kilmainham,7,4,0,3,60,60,0,8,kilmainham,53.710995,-6.827317
Meath,B-League Division 6,2018,Drumconrath,7,3,0,4,22,23,-1,6,drumconrath,53.84201,-6.656773
Meath,B-League Division 6,2018,Kilmainhamwood,7,2,0,5,36,33,3,4,kilmainhamwood,53.84595,-6.806986
Meath,B-League Division 6,2018,Moylagh,7,2,0,5,41,45,-4,4,moylagh,53.720427,-7.145013
Meath,B-League Division 6,2018,Slane,6,2,0,4,48,82,-34,4,slane,53.721314,-6.478902
