County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Meath,Division 1,2024,Skryne,11,7,1,3,151,133,18,15,skryne,53.583364,-6.547767
Meath,Division 1,2024,Summerhill,11,7,1,3,168,155,13,15,summerhill,53.483525,-6.738941
Meath,Division 1,2024,Ballinabrackey,11,5,4,2,147,120,27,14,ballinabrackey,53.396387,-7.108494
Meath,Division 1,2024,Donaghmore/Ashbourne,11,6,2,3,153,127,26,14,donaghmoreashbourne,53.50943,-6.410494
Meath,Division 1,2024,Ratoath,11,5,3,3,136,128,8,13,ratoath,53.510425,-6.478256
Meath,Division 1,2024,"St Peter's, Dunboyne",11,5,1,5,171,159,12,11,st peters dunboyne,53.410506,-6.474412
Meath,Division 1,2024,St. Colmcille's,11,4,2,5,138,139,-1,10,st colmcilles,53.696083,-6.279859
Meath,Division 1,2024,Na Fianna CLG,11,4,2,5,152,161,-9,10,na fianna enfield,53.410992,-6.822061
Meath,Division 1,2024,Gaeil Colmcille,11,4,2,5,145,162,-17,10,gaeil colmcille,53.71987,-6.880174
Meath,Division 1,2024,Bhulf Tón Clg,11,4,2,5,122,141,-19,10,wolfe tones,53.699722,-6.682203
Meath,Division 1,2024,Simonstown,11,3,1,7,137,154,-17,7,simonstown gaels,53.672473,-6.682418
Meath,Division 1,2024,Navan O'Mahonys,11,1,1,9,122,163,-41,3,omahonys navan,53.649641,-6.691038
Meath,Division 2,2024,Dunshaughlin GAA,11,8,0,3,187,129,58,16,dunshaughlin,53.514759,-6.552474
Meath,Division 2,2024,Seneschalstown GFC,11,8,0,3,189,151,38,16,seneschalstown,53.683986,-6.588064
Meath,Division 2,2024,Trim,11,7,1,3,177,134,43,15,trim,53.553324,-6.803895
Meath,Division 2,2024,Curraha,11,7,0,4,152,144,8,14,curraha,53.554103,-6.454578
Meath,Division 2,2024,Meath Hill,11,6,0,5,155,135,20,12,meath hill,53.887728,-6.713774
Meath,Division 2,2024,Oldcastle,11,5,1,5,166,159,7,11,oldcastle,53.745702,-7.173826
Meath,Division 2,2024,St Michael's,11,5,1,5,145,168,-23,11,st michaels,53.767768,-6.827061
Meath,Division 2,2024,St Patrick's,11,5,0,6,157,159,-2,10,st patricks stamullen,53.633309,-6.262855
Meath,Division 2,2024,Moynalvey,11,4,1,6,175,191,-16,9,moynalvey,53.469269,-6.664575
Meath,Division 2,2024,Duleek-Bellewstown,11,4,0,7,122,140,-18,8,duleekbellewstown,53.654461,-6.433657
Meath,Division 2,2024,Walterstown,11,3,1,7,153,196,-43,7,walterstown,53.624359,-6.609117
Meath,Division 2,2024,Syddan,11,1,1,9,128,200,-72,3,syddan,53.796112,-6.637596
Meath,Division 3,2024,Rathkenny,11,9,2,0,188,132,56,20,rathkenny,53.742146,-6.616245
Meath,Division 3,2024,St Vincent's,11,8,2,1,139,117,22,18,st vincents ardcath,53.602144,-6.38274
Meath,Division 3,2024,Donaghmore/Ashbourne,11,8,1,2,170,118,52,17,donaghmoreashbourne,53.50943,-6.410494
Meath,Division 3,2024,Clann na nGael,11,7,1,3,188,155,33,15,clann na ngael,53.626911,-6.910542
Meath,Division 3,2024,Dunsany,11,7,0,4,150,110,40,14,dunsany,53.545872,-6.618177
Meath,Division 3,2024,Kilbride GFC,11,6,1,4,193,150,43,13,kilbride,53.453252,-6.396768
Meath,Division 3,2024,Ballivor GFC,11,6,0,5,166,169,-3,12,ballivor,53.53142,-6.966286
Meath,Division 3,2024,Dunderry,11,3,1,7,144,165,-21,7,dunderry,53.606629,-6.772329
Meath,Division 3,2024,Bective,11,3,0,8,125,188,-63,6,bective,53.61335,-6.669671
Meath,Division 3,2024,Kilmainham,11,2,0,9,124,192,-68,4,kilmainham,53.710995,-6.827317
Meath,Division 3,2024,Nobber,11,1,1,9,140,178,-38,3,nobber,53.819211,-6.745727
Meath,Division 3,2024,Blackhall Gaels,11,0,3,8,118,171,-53,3,blackhall gaels,53.473157,-6.545263
Meath,Division 4,2024,Castletown,10,9,0,1,176,124,52,18,castletown,53.767342,-6.690196
Meath,Division 4,2024,Drumbaragh,10,8,0,2,145,125,20,16,drumbaragh emmetts,53.727573,-6.938186
Meath,Division 4,2024,Ratoath,11,7,0,4,199,136,63,14,ratoath,53.510425,-6.478256
Meath,Division 4,2024,Ballinlough,11,7,0,4,162,146,16,14,ballinlough,53.733882,-7.053707
Meath,Division 4,2024,St. Colmcille's,11,6,1,4,165,137,28,13,st colmcilles,53.696083,-6.279859
Meath,Division 4,2024,Carnaross,11,6,1,4,179,154,25,13,carnaross,53.746658,-6.939989
Meath,Division 4,2024,St Brigid's,11,6,0,5,180,153,27,12,st brigids ballinacree,53.76196,-7.235007
Meath,Division 4,2024,Longwood,11,4,1,6,156,143,13,9,longwood,53.456396,-6.935679
Meath,Division 4,2024,St Ultan's,11,4,1,6,178,185,-7,9,st ultans,53.672183,-6.814886
Meath,Division 4,2024,"St Peter's, Dunboyne",11,3,1,7,164,190,-26,7,st peters dunboyne,53.410506,-6.474412
Meath,Division 4,2024,Gaeil Colmcille,11,2,1,8,152,181,-29,5,gaeil colmcille,53.71987,-6.880174
Meath,Division 4,2024,Dunshaughlin GAA,11,0,0,11,68,250,-182,0,dunshaughlin,53.514759,-6.552474
Meath,Division 5,2024,Slane,11,11,0,0,237,114,123,22,slane,53.721314,-6.478902
Meath,Division 5,2024,Moynalty GFC,11,10,0,1,188,111,77,20,moynalty,53.7808,-6.875204
Meath,Division 5,2024,Kilmainhamwood,11,8,1,2,161,114,47,17,kilmainhamwood,53.84595,-6.806986
Meath,Division 5,2024,Cortown,11,7,1,3,161,150,11,15,cortown,53.684191,-6.851621
Meath,Division 5,2024,Navan O'Mahonys,11,6,0,5,187,215,-28,12,omahonys navan,53.649641,-6.691038
Meath,Division 5,2024,Bhulf Tón Clg,11,5,0,6,145,139,6,10,wolfe tones,53.699722,-6.682203
Meath,Division 5,2024,Moylagh,11,5,0,6,124,142,-18,10,moylagh,53.720427,-7.145013
Meath,Division 5,2024,Seneschalstown GFC,11,5,0,6,138,213,-75,10,seneschalstown,53.683986,-6.588064
Meath,Division 5,2024,Skryne,11,3,1,7,132,161,-29,7,skryne,53.583364,-6.547767
Meath,Division 5,2024,Trim,11,2,0,9,148,145,3,4,trim,53.553324,-6.803895
Meath,Division 5,2024,Simonstown,11,1,1,9,97,179,-82,3,simonstown gaels,53.672473,-6.682418
Meath,Division 5,2024,Summerhill,11,1,0,10,123,158,-35,2,summerhill,53.483525,-6.738941
Meath,Division 6,2024,St. Colmcille's,9,7,1,1,120,96,24,15,st colmcilles,53.696083,-6.279859
Meath,Division 6,2024,Clonard,9,7,1,1,135,108,27,15,clonard,53.450314,-7.022092
Meath,Division 6,2024,Duleek-Bellewstown,9,5,2,2,149,121,28,12,duleekbellewstown,53.654461,-6.433657
Meath,Division 6,2024,Naomh Muire,9,4,1,4,120,130,-10,9,st marys donore,53.693344,-6.445991
Meath,Division 6,2024,Ratoath,9,4,0,5,144,124,20,8,ratoath,53.510425,-6.478256
Meath,Division 6,2024,Drumconrath,9,3,2,4,91,141,-50,8,drumconrath,53.84201,-6.656773
Meath,Division 6,2024,Donaghmore/Ashbourne,9,3,1,5,130,125,5,7,donaghmoreashbourne,53.50943,-6.410494
Meath,Division 6,2024,St Patrick's,9,3,1,5,119,128,-9,7,st patricks stamullen,53.633309,-6.262855
Meath,Division 6,2024,Boardsmill,9,2,1,6,110,143,-33,5,boardsmill,53.525985,-6.872563
Meath,Division 6,2024,"St Peter's, Dunboyne",9,2,0,7,76,78,-2,4,st peters dunboyne,53.410506,-6.474412
Meath,Division 7,2024,Ballinlough,9,8,0,1,181,125,56,16,ballinlough,53.733882,-7.053707
Meath,Division 7,2024,Oldcastle,9,7,0,2,193,115,78,14,oldcastle,53.745702,-7.173826
Meath,Division 7,2024,Gaeil Colmcille,9,6,0,3,125,111,14,12,gaeil colmcille,53.71987,-6.880174
Meath,Division 7,2024,Kilbride GFC,9,5,0,4,149,126,23,10,kilbride,53.453252,-6.396768
Meath,Division 7,2024,Meath Hill,9,5,0,4,153,143,10,10,meath hill,53.887728,-6.713774
Meath,Division 7,2024,Rathkenny,9,4,1,4,133,112,21,9,rathkenny,53.742146,-6.616245
Meath,Division 7,2024,Na Fianna CLG,9,3,1,5,125,148,-23,7,na fianna enfield,53.410992,-6.822061
Meath,Division 7,2024,Walterstown,9,2,0,7,115,147,-32,4,walterstown,53.624359,-6.609117
Meath,Division 7,2024,Ballinabrackey,9,2,0,7,80,124,-44,4,ballinabrackey,53.396387,-7.108494
Meath,Division 7,2024,Dunshaughlin GAA,9,2,0,7,76,179,-103,4,dunshaughlin,53.514759,-6.552474
Meath,Division 8,2024,St. Colmcille's,11,9,1,1,185,87,98,19,st colmcilles,53.696083,-6.279859
Meath,Division 8,2024,Dunderry,11,9,1,1,197,132,65,19,dunderry,53.606629,-6.772329
Meath,Division 8,2024,Castletown,11,8,1,2,187,146,41,17,castletown,53.767342,-6.690196
Meath,Division 8,2024,Blackhall Gaels,11,8,1,2,177,136,41,17,blackhall gaels,53.473157,-6.545263
Meath,Division 8,2024,Clann na nGael,11,6,0,5,204,145,59,12,clann na ngael,53.626911,-6.910542
Meath,Division 8,2024,St Michael's,11,6,0,5,144,171,-27,12,st michaels,53.767768,-6.827061
Meath,Division 8,2024,Ballivor GFC,11,4,1,6,142,167,-25,9,ballivor,53.53142,-6.966286
Meath,Division 8,2024,Bective,11,4,1,6,109,142,-33,9,bective,53.61335,-6.669671
Meath,Division 8,2024,Navan O'Mahonys,11,3,0,8,133,187,-54,6,omahonys navan,53.649641,-6.691038
Meath,Division 8,2024,Simonstown,11,2,1,8,107,143,-36,5,simonstown gaels,53.672473,-6.682418
Meath,Division 8,2024,Donaghmore/Ashbourne,11,2,0,9,120,183,-63,4,donaghmoreashbourne,53.50943,-6.410494
Meath,Division 8,2024,Summerhill,11,1,1,9,135,201,-66,3,summerhill,53.483525,-6.738941
Meath,Division 9,2024,Slane,9,8,0,1,175,101,74,16,slane,53.721314,-6.478902
Meath,Division 9,2024,Moynalvey,9,8,0,1,174,121,53,16,moynalvey,53.469269,-6.664575
Meath,Division 9,2024,St Ultan's,9,6,0,3,107,91,16,12,st ultans,53.672183,-6.814886
Meath,Division 9,2024,Moynalty GFC,9,5,1,3,132,114,18,11,moynalty,53.7808,-6.875204
Meath,Division 9,2024,Carnaross,9,5,0,4,154,120,34,10,carnaross,53.746658,-6.939989
Meath,Division 9,2024,Drumbaragh,9,4,1,4,139,109,30,9,drumbaragh emmetts,53.727573,-6.938186
Meath,Division 9,2024,Curraha,9,3,0,6,107,134,-27,6,curraha,53.554103,-6.454578
Meath,Division 9,2024,Duleek-Bellewstown,9,2,1,6,146,165,-19,5,duleekbellewstown,53.654461,-6.433657
Meath,Division 9,2024,Longwood,9,2,0,7,99,142,-43,4,longwood,53.456396,-6.935679
Meath,Division 9,2024,Dunsany,9,0,1,8,73,209,-136,1,dunsany,53.545872,-6.618177
Meath,Division 10,2024,Syddan,10,8,0,2,194,86,108,16,syddan,53.796112,-6.637596
Meath,Division 10,2024,St Brigid's,10,8,0,2,115,89,26,16,st brigids ballinacree,53.76196,-7.235007
Meath,Division 10,2024,St Patrick's,10,7,1,2,151,80,71,15,st patricks stamullen,53.633309,-6.262855
Meath,Division 10,2024,Nobber,10,7,0,3,159,136,23,14,nobber,53.819211,-6.745727
Meath,Division 10,2024,St Vincent's,10,6,2,2,88,52,36,14,st vincents ardcath,53.602144,-6.38274
Meath,Division 10,2024,Naomh Muire,10,5,1,4,125,134,-9,11,st marys donore,53.693344,-6.445991
Meath,Division 10,2024,Cortown,10,5,0,5,98,106,-8,10,cortown,53.684191,-6.851621
Meath,Division 10,2024,Moylagh,10,2,1,7,47,93,-46,5,moylagh,53.720427,-7.145013
Meath,Division 10,2024,Eastern Gaels,10,2,1,7,63,176,-113,5,eastern gaels gac,53.7231401,-6.2690094
Meath,Division 10,2024,Kilmainhamwood,10,1,0,9,18,37,-19,2,kilmainhamwood,53.84595,-6.806986
Meath,Division 10,2024,St Paul's,10,1,0,9,58,127,-69,2,st pauls,53.433321,-6.47938
Meath,Division 1 A,2023,Ratoath,12,9,3,0,208,125,83,21,ratoath,53.510425,-6.478256
Meath,Division 1 A,2023,St. Colmcille's,12,8,1,3,179,154,25,17,st colmcilles,53.696083,-6.279859
Meath,Division 1 A,2023,Summerhill,11,7,1,3,166,136,30,15,summerhill,53.483525,-6.738941
Meath,Division 1 A,2023,Simonstown,11,5,3,3,159,146,13,13,simonstown gaels,53.672473,-6.682418
Meath,Division 1 A,2023,Donaghmore/Ashbourne,11,6,1,4,177,160,17,13,donaghmoreashbourne,53.50943,-6.410494
Meath,Division 1 A,2023,Gaeil Colmcille,11,5,1,5,156,152,4,11,gaeil colmcille,53.71987,-6.880174
Meath,Division 1 A,2023,Bhulf Tón Clg,10,4,1,5,106,107,-1,9,wolfe tones,53.699722,-6.682203
Meath,Division 1 A,2023,Na Fianna CLG,11,4,1,6,140,170,-30,9,na fianna enfield,53.410992,-6.822061
Meath,Division 1 A,2023,"St Peter's, Dunboyne",11,3,2,6,154,161,-7,8,st peters dunboyne,53.410506,-6.474412
Meath,Division 1 A,2023,Skryne,11,2,3,6,141,169,-28,7,skryne,53.583364,-6.547767
Meath,Division 1 A,2023,Dunshaughlin GAA,11,3,0,8,143,189,-46,6,dunshaughlin,53.514759,-6.552474
Meath,Division 1 A,2023,Trim,10,1,1,8,125,185,-60,3,trim,53.553324,-6.803895
Meath,Division 1 B,2023,Navan O'Mahonys,11,10,0,1,213,110,103,20,omahonys navan,53.649641,-6.691038
Meath,Division 1 B,2023,Ballinabrackey,11,9,1,1,175,89,86,19,ballinabrackey,53.396387,-7.108494
Meath,Division 1 B,2023,St Michael's,11,7,1,3,174,157,17,15,st michaels,53.767768,-6.827061
Meath,Division 1 B,2023,Duleek-Bellewstown,11,7,0,4,184,149,35,14,duleekbellewstown,53.654461,-6.433657
Meath,Division 1 B,2023,Seneschalstown GFC,11,7,0,4,188,149,39,14,seneschalstown,53.683986,-6.588064
Meath,Division 1 B,2023,Walterstown,11,4,1,6,165,166,-1,9,walterstown,53.624359,-6.609117
Meath,Division 1 B,2023,Syddan,11,4,1,6,166,187,-21,9,syddan,53.796112,-6.637596
Meath,Division 1 B,2023,Moynalvey,11,4,1,6,143,197,-54,9,moynalvey,53.469269,-6.664575
Meath,Division 1 B,2023,Curraha,11,3,0,8,123,153,-30,6,curraha,53.554103,-6.454578
Meath,Division 1 B,2023,Oldcastle,11,2,2,7,139,181,-42,6,oldcastle,53.745702,-7.173826
Meath,Division 1 B,2023,Rathkenny,11,3,0,8,120,164,-44,6,rathkenny,53.742146,-6.616245
Meath,Division 1 B,2023,Dunderry,11,2,1,8,121,209,-88,5,dunderry,53.606629,-6.772329
Meath,Division 2 A,2023,St Patrick's,12,11,0,1,213,129,84,22,st patricks stamullen,53.633309,-6.262855
Meath,Division 2 A,2023,Dunsany,11,10,0,1,181,103,78,20,dunsany,53.545872,-6.618177
Meath,Division 2 A,2023,Meath Hill,12,10,0,2,255,120,135,20,meath hill,53.887728,-6.713774
Meath,Division 2 A,2023,St Vincent's,11,7,0,4,157,120,37,14,st vincents ardcath,53.602144,-6.38274
Meath,Division 2 A,2023,Nobber,11,6,1,4,152,171,-19,13,nobber,53.819211,-6.745727
Meath,Division 2 A,2023,Blackhall Gaels,11,4,0,7,147,182,-35,8,blackhall gaels,53.473157,-6.545263
Meath,Division 2 A,2023,Donaghmore/Ashbourne,11,4,0,7,151,159,-8,8,donaghmoreashbourne,53.50943,-6.410494
